"Data Source Retrieval Date","Data Release Version Date","Data Release Description and Version Number","Study Reference Number","Study Name","Location or Station ID","Job Task or Place","Additional Exposure Info","Interpretive Sample ID","Analytical Sample ID","Laboratory Sample ID","Sample Date","Pump Configuration","Pre-Calibration Flow Rate","Post-Calibration Flow Rate","Flow Rate Unit","Pump Period","Sample Period","Period Unit","Pump ID","Dry Calibrator Serial No","Sample Type","Field Matrix","Field Sample Material","Chemical Name","Chemical Code","Chemical Type","Concentration","Unit","Qualifiers","Validation Level","Nondetect Flag","Analytical Method","Date Analyzed","Lab","Sample Comment","Method of Decontamination","Cleaning Product","Cleaning Product Other Description","Surface Area Covered","Respirator Half","Respirator Full","Respirator SCBA","Respirator Airline","Respirator Mask","Respirator None","Respirator Other Description","Cartridge p100","Cartridge ov","Cartridge Other","Cartridge Other Description","Hands Cotton","Hands Leather","Hands Abrasion","Hands Nitrile","Hands Nitrile Type","Hands PVC","Hands PVC Type","Hands Other","Hands Other Description","Hands None","Feet Steel","Feet Leather","Feet Rubber","Feet Covers","Feet None","Feet Other","Feet Other Description","Hearing Plugs","Hearing Plugs Type","Hearing Muffs","Hearing Muffs_type","Hearing None","Hearing Other","Hearing Other Description","Eyes Glasses","Eyes Goggles","Eyes Shield","Eyes None","Eyes Other","Eyes Other Description","Head Hat","Body Frc","Body Apron","Body Sleeves","Body Pants","Body None","Body Visible","Barrier Suit","Body Impervious Suit","Body Waders","Body Other","Body Other Type"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Equipment Decon","","548166","548166","","2010-09-17","tp","2005","2029","mL/min","642","637","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.12","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","OMI-500","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","Y","N","Y","Y","N","N","","Y","EAR","N","","N","N","","Y","Y","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Equipment Decon","","548647","548647","","2010-09-17","cyclone","1630","1619","mL/min","462","613","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","OMI-500","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","Y","N","N","","Y","Ear","N","","N","N","","Y","Y","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Equipment Decon","","548669","548669","","2010-09-30","cyclone","1618","1595","mL/min","459","592","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","OMI500","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Equipment Decon","","553131","553131","","2010-10-14","tp","2013","2028","mL/min","533","607","min","799957","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","OMI500","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Equipment Decon","","553926","553926","","2010-10-14","cyclone","1624","1639","mL/min","302","610","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.2","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","OMI500","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","546258","546258","","2010-09-14","tp","2.016000032","1.974","L/min","294","598","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.17","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","OMI-500","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","547270","547270","","2010-09-14","cyclone","1.6040000000000001","1.5580000000000001","L/min","466","594","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","OMI-500","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","Y","N","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548149","548149","","2010-09-29","tp","2003","1923","mL/min","426","580","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.26","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548168","548168","","2010-09-21","tp","2016","1978","mL/min","480","594","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.15","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES 51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548169","548169","","2010-09-27","tp","2.0810000899999999","2.0259999999999998","L/min","574","617","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","PE351","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","N","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548172","548172","","2010-09-22","tp","2045","2086","mL/min","485","590","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.28","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51 & OMI 500","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548629","548629","","2010-10-12","cyclone","1620","1139","mL/min","522","561","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548653","548653","","2010-09-28","cyclone","1609","1601","mL/min","560","581","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (<100psi)","Other","PES-51","<10%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","Y","N","Y","Y","N","N","","N","","N","","N","N","","Y","Y","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548655","548655","","2010-09-22","cyclone","1619","1630","mL/min","480","585","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES 51 & OMI 500","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548663","548663","","2010-09-27","cyclone","1.6060000000000001","1.5720000000000001","L/min","558","615","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","PE557","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","N","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548664","548664","","2010-09-21","cyclone","1660","1548","mL/min","455","597","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES 51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","548668","548668","","2010-09-29","cyclone","1603","1580","mL/min","562","580","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.16","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","553113","553113","","2010-10-12","tp","2004","1980","mL/min","505","565","min","799947","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.099","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Gross Vessel Decon","","553910","553910","","2010-10-10","cyclone","1607","1465","mL/min","570","","min","827985","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","50% to 74%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","Y","N","N","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","","548170","548170","","2010-09-23","tp","2094","2053","mL/min","530","585","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","<10%","N","N","N","N","Y","N","","N","N","N","","Y","N","N","N","","N","","N","","N","Y","N","N","N","N","N","","Y","","N","","N","N","","Y","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","work cloths"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","barge decon","548644","548644","","2010-10-13","cyclone","1603","1604","mL/min","518","557","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.12","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","None","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","Barge decon","553133","553133","","2010-10-13","tp","2009","1998","mL/min","477","583","min","799957","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.24","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","None","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","N","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","CSA","548165","548165","","2010-09-24","tp","2051","1990","mL/min","525","580","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.094","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","<10%","N","N","N","N","N","Y","","N","N","N","","Y","N","N","Y","","N","","N","","N","Y","N","N","N","N","N","","N","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","Work cloth"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","CSA","548657","548657","","2010-09-23","cyclone","1620","1583","mL/min","495","580","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","<10%","N","N","N","N","Y","N","","N","N","N","","Y","N","N","N","","N","","N","","N","Y","N","N","N","N","N","","Y","","N","","N","N","","Y","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","Work cloth"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Non-Vessel Decon","Emergency Shutoff Monitor","548645","548645","","2010-09-18","cyclone","1621","1638","mL/min","628","630","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.098","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Not Specified","Other","OMI-500","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","N","","N","","Y","Latex","N","Y","N","Y","N","N","N","","Y","Ear","N","","N","N","","Y","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Personnel Decon","","540983","540983","","2010-09-14","cyclone","1599","1584","mL/min","548","545","min","827899","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES-51| OMI-500","50% to 74%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","Y","N","N","","N","","N","","Y","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon","Personnel Decon","","546260","546260","","2010-09-14","tp","2042","2052","mL/min","548","545","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi) and Hand Scrubbing","Other","PE-51| OMI-500","50% to 74%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","Y","N","N","","N","","N","","Y","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon Orleans","Gross Vessel Decon","","548146","548146","","2010-09-28","tp","2030","1962","mL/min","402","530","min","917575","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.3","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Amelia Decon Orleans","Gross Vessel Decon","","548666","548666","","2010-09-28","cyclone","1610","1555","mL/min","565","565","min","827","102484","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.12","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","PES51","<10%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","Y","Latex","N","N","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Bender Shipyard","Gross Vessel Decon","","541338","541338","","2010-08-25","tp","1588","1557.5999999999999","mL/min","630","630","min","","119618","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.17","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","None","N","N","N","N","N","N","","N","N","N","","Y","Y","N","N","","Y","","N","","N","Y","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","Tyvek"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Bender shipyard dock #9","Detailed Vessel Decon","","541073","541073","","2010-08-26","tp","1970","1953","mL/min","616","556","min","798296","","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.83","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","Y","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Bender Shipyard dock #9","Detailed Vessel Decon","","541283","541283","","2010-08-28","cyclone","1578","1561","mL/min","503","75","min","868884","","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.17","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","N","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","Y","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Bender Shipyard Dock #9","Gross Vessel Decon","Boat Captain","541262","541262","","2010-08-31","cyclone","1585","1526","mL/min","652","650","min","868884","","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.099","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","None","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","Y","","N","","N","Y","N","Y","N","N","N","","Y","","N","","N","N","","Y","Y","Y","N","N","","Y","N","N","N","N","N","N","Y","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Boggy Point Marina","Gross Vessel Decon","","536699","536699","","2010-08-03","tp","2064.6999510000001","1981.9000000000001","mL/min","465","465","min","729379","119362","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","UJ","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","","N","","N","","N","N","N","Y","N","N","N","","N","","N","","N","N","","N","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Boggy Point Marina","Gross Vessel Decon","","538569","538569","","2010-08-09","tp","2009.900024","2003.2","mL/min","480","480","min","729379","119362","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.1","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Water Only","","25% to 49%","N","Y","N","N","N","N","","N","N","N","","N","N","N","Y","","N","","N","","N","Y","N","Y","Y","N","N","","Y","","Y","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","C Port #2 Fourchon","Detailed Vessel Decon","Barge Cleaning","540955","540955","","2010-08-15","cyclone","1602.2","1599.4000000000001","mL/min","309","","min","644790","119617","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.2","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Hot water steam","<10%","N","Y","N","Y","N","N","","Y","N","N","","Y","N","N","N","","N","","N","","N","Y","N","Y","N","N","N","","N","","N","","N","N","","Y","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","Tychem suits"
